"DESCRIPCIONG1","DESCRIPCIONG2","DESCRIPCIONG3","DESCRIPCIONG4","DESCRIPCIONG5","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL20","CODIGOG1","CODIGOG2","CODIGOG3","CODIGOG4","CODIGOG5"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Telecomunicaciones","1001.6","198.4","1200","0","547.37","547.37","547.37","652.63","652.63","0","45.61","01","01 00 000","01 00 000 001 000"," 530000"," 530105 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Alimentos y Bebidas","3756","1544","5300","0","1312.2","1312.2","1312.2","3987.8","3987.8","0","24.76","01","01 00 000","01 00 000 001 000"," 530000"," 530801 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Pasajes al Interior","438.2","-38.2","400","0","99.5","99.5","99.5","300.5","300.5","0","24.88","01","01 00 000","01 00 000 001 000"," 530000"," 530301 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Maquinarias y Equipos","438.2","-88.2","350","0","30","30","30","320","320","0","8.57","01","01 00 000","01 00 000 001 000"," 530000"," 530404 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Materiales de Oficina","626","174","800","0","760.83","760.83","760.83","39.17","39.17","0","95.1","01","01 00 000","01 00 000 001 000"," 530000"," 530804 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Repuestos y Accesorios","2504","-1504","1000","0","929.77","929.77","929.77","70.23","70.23","0","92.98","01","01 00 000","01 00 000 001 000"," 530000"," 530813 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Servicio de Capacitacion","2191","809","3000","0","830","830","830","2170","2170","0","27.67","01","01 00 000","01 00 000 001 000"," 530000"," 530603 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Combustibles y Lubricantes","3130","1070","4200","0","1488.98","1488.98","1488.98","2711.02","2711.02","0","35.45","01","01 00 000","01 00 000 001 000"," 530000"," 530803 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Eventos Publicos y Oficiales","1252","1329.81","2581.81","86.81","1905","1905","1905","676.81","676.81","0","73.79","01","01 00 000","01 00 000 001 000"," 530000"," 530206 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Edificios  Locales y Residencias","751.2","-251.2","500","0","74.22","74.22","74.22","425.78","425.78","0","14.84","01","01 00 000","01 00 000 001 000"," 530000"," 530402 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Edificios  Locales y Residencias","8138","5662","13800","9400","4400","4400","4400","9400","9400","0","31.88","01","01 00 000","01 00 000 001 000"," 530000"," 530502 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Difusion  Informacion y Publicidad","4798.29","-4798.29","0","0","0","0","0","0","0","0","0","01","01 00 000","01 00 000 001 000"," 530000"," 530207 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Espectaculos Culturales y Sociales","2504","-2504","0","0","0","0","0","0","0","0","0","01","01 00 000","01 00 000 001 000"," 530000"," 530205 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Servicio de Seguridad y Vigilancia","13146","9654","22800","16611.94","4467.28","4467.28","4467.28","18332.72","18332.72","0","19.59","01","01 00 000","01 00 000 001 000"," 530000"," 530208 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Medicinas y Productos Farmaceuticos","0","0","0","0","0","0","0","0","0","0","0","01","01 00 000","01 00 000 001 000"," 530000"," 530809 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Viaticos y Subsistencias en el Interior","5416.47","4383.53","9800","0","3595.3","3595.3","3595.3","6204.7","6204.7","0","36.69","01","01 00 000","01 00 000 001 000"," 530000"," 530303 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Edicion  Impresion  Reproduccion y Publicaciones","0","1000","1000","0","498.56","498.56","498.56","501.44","501.44","0","49.86","01","01 00 000","01 00 000 001 000"," 530000"," 530204 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Mantenimiento y Reparacion de Equipos y Sistemas Informaticos","500.8","-250.8","250","0","28.57","28.57","28.57","221.43","221.43","0","11.43","01","01 00 000","01 00 000 001 000"," 530000"," 530704 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","SIN PROYECTO","ADMINISTRACION GENERAL PARA EL MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL - PLANTA CENTRAL","BIENES Y SERVICIOS DE CONSUMO","Materiales de Impresion  Fotografia  Reproduccion y Publicaciones","1064.2","-1064.2","0","0","0","0","0","0","0","0","0","01","01 00 000","01 00 000 001 000"," 530000"," 530807 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","FORTALECIMIENTO DE CENTROS DE ATENCION Y PROTECCION A NI¿AS NI¿OS ADOLECENTES Y MUJERES VICTIMAS DE VIOLENCIA INTRA FAMILIAR Y O SEXUAL Y EXPLOTACION SEXUAL EN EL ECUADOR","FORTALECIMIENTO DE CENTROS DE ATENCION Y PROTECCION A NI¿AS NI¿OS ADOLECENTES Y MUJERES VICTIMAS DE","TRANSFERENCIAS Y DONACIONES PARA INVERSION","Al Sector Privado no Financiero","0","2394.93","2394.93","0","2394.93","1197.47","1197.47","0","1197.46","0","50","01","01 00 009","01 00 009 001 000"," 780000"," 780204 0200 001"
"ADMINISTRACION GESTION Y APOYO DE PROTECCION SOCIAL","FORTALECIMIENTO DE CENTROS DE ATENCION Y PROTECCION A NI¿AS NI¿OS ADOLECENTES Y MUJERES VICTIMAS DE VIOLENCIA INTRA FAMILIAR Y O SEXUAL Y EXPLOTACION SEXUAL EN EL ECUADOR","FORTALECIMIENTO DE CENTROS DE ATENCION Y PROTECCION A NI¿AS NI¿OS ADOLECENTES Y MUJERES VICTIMAS DE","TRANSFERENCIAS Y DONACIONES PARA INVERSION","Asignacion a Distribuir para Transferencias y Donaciones de Inversion","0","0","0","0","0","0","0","0","0","0","0","01","01 00 009","01 00 009 001 000"," 780000"," 789901 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES DE LARGA DURACION","Mobiliarios","0","0","0","0","0","0","0","0","0","0","0","21","21 00 000","21 00 000 001 000"," 840000"," 840103 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES DE LARGA DURACION","Maquinarias y Equipos","0","0","0","0","0","0","0","0","0","0","0","21","21 00 000","21 00 000 001 000"," 840000"," 840104 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","3625","3625","0","2089.5","2089.5","2089.5","1535.5","1535.5","0","57.64","21","21 00 000","21 00 000 001 000"," 530000"," 531403 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES Y SERVICIOS DE CONSUMO","Otros de Uso y Consumo Corriente","0","11021","11021","0","1809.73","1809.73","1809.73","9211.27","9211.27","0","16.42","21","21 00 000","21 00 000 001 000"," 530000"," 530899 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES Y SERVICIOS DE CONSUMO","Difusion  Informacion y Publicidad","0","0","0","0","0","0","0","0","0","0","0","21","21 00 000","21 00 000 001 000"," 530000"," 530207 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES Y SERVICIOS DE CONSUMO","Edicion  Impresion  Reproduccion y Publicaciones","0","321.74","321.74","0","0","0","0","321.74","321.74","0","0","21","21 00 000","21 00 000 001 000"," 530000"," 530204 0200 001"
"PRESTACIONES DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","SIN PROYECTO","PRESTACION DE PROTECCION A VICTIMAS DE DESASTRES NATURALES","BIENES Y SERVICIOS DE CONSUMO","Publicidad y Propaganda en Medios de Comunicación Masiva","0","1000","1000","0","0","0","0","1000","1000","0","0","21","21 00 000","21 00 000 001 000"," 530000"," 530218 0200 001"
"PROGRA -ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","SIN PROYECTO","ADMINISTRACION DE LA ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","BIENES Y SERVICIOS DE CONSUMO","Servicio de Capacitacion","4382","5618","10000","0","1059.2","1059.2","1059.2","8940.8","8940.8","0","10.59","28","28 00 000","28 00 000 001 000"," 530000"," 530603 0200 001"
"PROGRA -ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","SIN PROYECTO","ADMINISTRACION DE LA ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","BIENES Y SERVICIOS DE CONSUMO","Difusion  Informacion y Publicidad","563.4","-443.4","120","0","120","120","120","0","0","0","100","28","28 00 000","28 00 000 001 000"," 530000"," 530207 0200 001"
"PROGRA -ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","SIN PROYECTO","ADMINISTRACION DE LA ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","BIENES Y SERVICIOS DE CONSUMO","Espectaculos Culturales y Sociales","5008","1492","6500","0","0","0","0","6500","6500","0","0","28","28 00 000","28 00 000 001 000"," 530000"," 530205 0200 001"
"PROGRA -ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","SIN PROYECTO","ADMINISTRACION DE LA ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","BIENES Y SERVICIOS DE CONSUMO","Medicinas y Productos Farmaceuticos","2942.2","-2942.2","0","0","0","0","0","0","0","0","0","28","28 00 000","28 00 000 001 000"," 530000"," 530809 0200 001"
"PROGRA -ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","SIN PROYECTO","ADMINISTRACION DE LA ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","BIENES Y SERVICIOS DE CONSUMO","Viaticos y Subsistencias en el Interior","500.8","99.2","600","0","0","0","0","600","600","0","0","28","28 00 000","28 00 000 001 000"," 530000"," 530303 0200 001"
"PROGRA -ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","SIN PROYECTO","ADMINISTRACION DE LA ATENCION INTEGRAL A PERSONAS CON CAPACIDADES DIFERENTES","BIENES Y SERVICIOS DE CONSUMO","Edicion  Impresion  Reproduccion y Publicaciones","939","61","1000","0","0","0","0","1000","1000","0","0","28","28 00 000","28 00 000 001 000"," 530000"," 530204 0200 001"
